master_person_id,first_name,last_name,title,engagement_score,recency_score,profile_fit_score,account_score,readiness_score,score_percentile,priority_tier,readiness_band,score_breakdown_json,eligibility_status,structural_block_flag,top_positive_reasons,top_negative_reasons
MP00000000000269,Cynthia,Diaz,,0.0,0.0,12.23,1.26,13.49,17.04,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 12.23, ""account"": 1.26}",Eligible,False,High profile completeness,"Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Data gap: missing title field"
MP00000000000270,Nicholas,Johnson,CISO,0.0,0.0,14.0,1.36,15.36,18.55,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 14.0, ""account"": 1.36}",Eligible,False,High profile completeness,"Zero response history (passive sends only), Individual contributor profile (low decision influence)"
MP00000000000271,Kyle,Brown,,0.0,0.0,2.29,1.33,3.62,2.57,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 2.29, ""account"": 1.33}",Eligible,False,None,"Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence)"
MP00000000000272,Natalie,Arroyo,,20.0,21.0,6.86,5.52,53.38,72.35,Monitor,Medium,"{""engagement"": 20.0, ""recency"": 21.0, ""profile"": 6.86, ""account"": 5.52}",Eligible,False,None,Data gap: missing title field
MP00000000000273,Melinda,Martin,Security Director,5.0,25.0,18.8,4.29,53.09,71.88,Monitor,Medium,"{""engagement"": 5.0, ""recency"": 25.0, ""profile"": 18.8, ""account"": 4.29}",Eligible,False,"Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite), High profile completeness",High automation inflation (DQ-8: >70% sends)
MP00000000000274,Deborah,Diaz,Vice President Information Security,19.0,16.0,18.8,2.51,56.31,78.18,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 16.0, ""profile"": 18.8, ""account"": 2.51}",Eligible,False,"High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account, High profile completeness",Data quality risk: duplicate email address
MP00000000000275,Craig,Ramirez,Senior SOC Analyst,10.0,6.0,10.8,2.65,29.45,29.87,Cold,Low,"{""engagement"": 10.0, ""recency"": 6.0, ""profile"": 10.8, ""account"": 2.65}",Blocked,True,"Attended premium Event campaign, Strong buying-committee activity at account, High profile completeness","High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence)"
MP00000000000276,Daniel,Hamilton,Threat Analyst,0.0,0.0,11.43,4.16,15.59,18.9,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 11.43, ""account"": 4.16}",Eligible,False,"High-tier buying authority (Director/C-Suite), High profile completeness",Zero response history (passive sends only)
MP00000000000277,Katie,Anderson,Cybersecurity Manager,19.0,6.0,18.0,2.9,45.9,60.44,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 6.0, ""profile"": 18.0, ""account"": 2.9}",Eligible,False,"High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account, High profile completeness",None
MP00000000000278,Lauren,Roberts,Vice President Information Security,39.8,23.0,10.23,8.01,81.04,99.53,Hot,Very High,"{""engagement"": 39.8, ""recency"": 23.0, ""profile"": 10.23, ""account"": 8.01}",Eligible,False,"High interaction volume (3+ responses), Attended premium Event campaign, Hot recency: engaged within past 7 days",Data quality risk: duplicate email address
MP00000000000279,Kimberly,Henson,SecOps Manager,9.0,12.0,15.6,5.85,42.45,53.68,Monitor,Medium,"{""engagement"": 9.0, ""recency"": 12.0, ""profile"": 15.6, ""account"": 5.85}",Eligible,False,"High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account, High profile completeness",None
MP00000000000280,Karen,Carrillo,VP Security,22.0,6.0,17.6,4.99,50.59,68.73,Monitor,Medium,"{""engagement"": 22.0, ""recency"": 6.0, ""profile"": 17.6, ""account"": 4.99}",Eligible,False,"High-tier buying authority (Director/C-Suite), Strategic Named Account profile match, High profile completeness",None
MP00000000000281,Jerry,Robinson,Director of Information Security,0.0,0.0,10.23,1.17,11.4,14.12,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 10.23, ""account"": 1.17}",Eligible,False,High profile completeness,"Zero response history (passive sends only), Individual contributor profile (low decision influence)"
MP00000000000282,Lisa,Smith,Threat Analyst,26.33,6.0,16.8,4.0,53.13,72.0,Monitor,Medium,"{""engagement"": 26.33, ""recency"": 6.0, ""profile"": 16.8, ""account"": 4.0}",Blocked,True,"High interaction volume (3+ responses), Attended premium Event campaign, High-tier buying authority (Director/C-Suite)",None
MP00000000000283,Joseph,Zuniga,,4.0,20.0,17.43,4.95,46.38,61.38,Monitor,Medium,"{""engagement"": 4.0, ""recency"": 20.0, ""profile"": 17.43, ""account"": 4.95}",Eligible,False,"Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account","High automation inflation (DQ-8: >70% sends), Data gap: missing title field"
MP00000000000284,Matthew,Chapman,,19.0,12.0,10.86,5.46,47.32,62.89,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 12.0, ""profile"": 10.86, ""account"": 5.46}",Eligible,False,"High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account",Data gap: missing title field
MP00000000000285,Thomas,Green,Information Security Manager,25.0,20.0,15.6,2.29,62.89,86.58,Warm,High,"{""engagement"": 25.0, ""recency"": 20.0, ""profile"": 15.6, ""account"": 2.29}",Eligible,False,"Attended premium Event campaign, Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)",None
MP00000000000286,Emily,Ward,,27.67,23.0,2.29,3.95,56.91,79.23,Monitor,Medium,"{""engagement"": 27.67, ""recency"": 23.0, ""profile"": 2.29, ""account"": 3.95}",Restricted,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, Strong buying-committee activity at account","Individual contributor profile (low decision influence), Data gap: missing title field, Data quality risk: duplicate email address"
MP00000000000287,Steven,Bishop,Threat Analyst,22.0,25.0,15.6,2.35,64.95,89.5,Warm,High,"{""engagement"": 22.0, ""recency"": 25.0, ""profile"": 15.6, ""account"": 2.35}",Eligible,False,"Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account",None
MP00000000000288,Hannah,Brewer,Security Analyst,9.0,20.0,7.43,2.81,39.24,47.26,Cold,Low,"{""engagement"": 9.0, ""recency"": 20.0, ""profile"": 7.43, ""account"": 2.81}",Eligible,False,"Hot recency: engaged within past 7 days, Strong buying-committee activity at account, High profile completeness",High automation inflation (DQ-8: >70% sends)
MP00000000000289,Daniel,Burton,Director of Information Security,9.0,20.0,17.6,2.32,48.92,65.93,Monitor,Medium,"{""engagement"": 9.0, ""recency"": 20.0, ""profile"": 17.6, ""account"": 2.32}",Blocked,True,"Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite), High profile completeness",High automation inflation (DQ-8: >70% sends)
MP00000000000290,Robert,Adkins,,15.0,6.0,2.29,4.83,28.12,27.54,Cold,Low,"{""engagement"": 15.0, ""recency"": 6.0, ""profile"": 2.29, ""account"": 4.83}",Eligible,False,Strong buying-committee activity at account,"Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000291,Joseph,Christian,Information Security Manager,19.0,16.0,5.43,2.74,43.17,54.96,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 16.0, ""profile"": 5.43, ""account"": 2.74}",Eligible,False,"Strong buying-committee activity at account, High profile completeness",Individual contributor profile (low decision influence)
MP00000000000292,Kyle,Nolan,,15.0,12.0,2.29,2.54,31.83,34.31,Cold,Low,"{""engagement"": 15.0, ""recency"": 12.0, ""profile"": 2.29, ""account"": 2.54}",Eligible,False,Strong buying-committee activity at account,"Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000293,David,Caldwell,Information Security Manager,0.0,0.0,14.0,0.51,14.51,17.97,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 14.0, ""account"": 0.51}",Eligible,False,High profile completeness,"Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends)"
MP00000000000294,Joseph,Jacobs,CISO,0.0,0.0,9.43,2.48,11.91,14.82,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 9.43, ""account"": 2.48}",Eligible,False,"Strong buying-committee activity at account, High profile completeness","Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence)"
MP00000000000295,Julie,Wilson,,12.0,17.0,2.29,6.7,37.99,44.57,Cold,Low,"{""engagement"": 12.0, ""recency"": 17.0, ""profile"": 2.29, ""account"": 6.7}",Eligible,False,Strong buying-committee activity at account,"Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000296,Melanie,Munoz,SecOps Manager,27.0,17.0,2.86,6.67,53.53,72.7,Monitor,Medium,"{""engagement"": 27.0, ""recency"": 17.0, ""profile"": 2.86, ""account"": 6.67}",Eligible,False,"Attended premium Event campaign, Strong buying-committee activity at account",Individual contributor profile (low decision influence)
MP00000000000297,Melissa,Ashley,,0.0,20.0,4.86,2.77,27.63,27.3,Cold,Low,"{""engagement"": 0.0, ""recency"": 20.0, ""profile"": 4.86, ""account"": 2.77}",Eligible,False,"Hot recency: engaged within past 7 days, Strong buying-committee activity at account","High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000298,Rodney,Lewis,Threat Analyst,0.0,20.0,12.8,1.33,34.13,38.62,Cold,Low,"{""engagement"": 0.0, ""recency"": 20.0, ""profile"": 12.8, ""account"": 1.33}",Eligible,False,"Hot recency: engaged within past 7 days, High profile completeness",High automation inflation (DQ-8: >70% sends)
MP00000000000299,Laura,Henderson,Information Security Manager,30.0,20.0,2.86,2.14,55.0,75.85,Monitor,Medium,"{""engagement"": 30.0, ""recency"": 20.0, ""profile"": 2.86, ""account"": 2.14}",Eligible,False,"Attended premium Event campaign, Hot recency: engaged within past 7 days",Individual contributor profile (low decision influence)
MP00000000000300,Collin,Jordan,Information Security Manager,21.67,24.0,15.6,3.32,64.59,88.56,Warm,High,"{""engagement"": 21.67, ""recency"": 24.0, ""profile"": 15.6, ""account"": 3.32}",Eligible,False,"High interaction volume (3+ responses), High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account",None
MP00000000000301,Yvette,Huff,Cybersecurity Manager,15.0,20.0,9.43,1.96,46.39,61.49,Monitor,Medium,"{""engagement"": 15.0, ""recency"": 20.0, ""profile"": 9.43, ""account"": 1.96}",Eligible,False,"Hot recency: engaged within past 7 days, High profile completeness",Individual contributor profile (low decision influence)
MP00000000000302,Caitlin,Dodson,SecOps Manager,27.0,12.0,17.6,5.49,62.09,85.41,Warm,High,"{""engagement"": 27.0, ""recency"": 12.0, ""profile"": 17.6, ""account"": 5.49}",Eligible,False,"Attended premium Event campaign, High-tier buying authority (Director/C-Suite), High profile completeness",None
MP00000000000303,Kenneth,Fowler,Threat Analyst,0.0,12.0,2.86,3.17,18.03,21.0,Cold,Low,"{""engagement"": 0.0, ""recency"": 12.0, ""profile"": 2.86, ""account"": 3.17}",Eligible,False,Strong buying-committee activity at account,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence)"
MP00000000000304,Hannah,Burton,Solutions Engineer,25.0,6.0,10.8,1.33,43.13,54.73,Monitor,Medium,"{""engagement"": 25.0, ""recency"": 6.0, ""profile"": 10.8, ""account"": 1.33}",Eligible,False,"Attended premium Event campaign, High-tier buying authority (Director/C-Suite), High profile completeness",None
MP00000000000305,Jorge,Edwards,,27.0,21.0,19.43,3.22,70.65,93.82,Warm,High,"{""engagement"": 27.0, ""recency"": 21.0, ""profile"": 19.43, ""account"": 3.22}",Restricted,False,"Attended premium Event campaign, High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account","Data gap: missing title field, Data quality risk: duplicate email address"
MP00000000000306,Marcus,Soto,,36.43,25.0,13.43,3.91,78.77,98.48,Warm,High,"{""engagement"": 36.43, ""recency"": 25.0, ""profile"": 13.43, ""account"": 3.91}",Restricted,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, Engagement surge detected in past 14 days","Data gap: missing title field, Data quality risk: duplicate email address"
MP00000000000307,Mary,Aguilar,Partner Alliance Manager,33.5,23.0,10.8,6.38,73.68,96.73,Warm,High,"{""engagement"": 33.5, ""recency"": 23.0, ""profile"": 10.8, ""account"": 6.38}",Eligible,False,"High interaction volume (3+ responses), Attended premium Event campaign, Hot recency: engaged within past 7 days",None
MP00000000000308,Alyssa,Coleman,,0.0,0.0,2.86,2.29,5.15,4.2,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 2.86, ""account"": 2.29}",Eligible,False,Strong buying-committee activity at account,"Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence)"
MP00000000000309,Philip,Brewer,SecOps Manager,22.0,20.0,9.43,4.01,55.44,77.01,Monitor,Medium,"{""engagement"": 22.0, ""recency"": 20.0, ""profile"": 9.43, ""account"": 4.01}",Eligible,False,"Hot recency: engaged within past 7 days, Strong buying-committee activity at account, High profile completeness","Individual contributor profile (low decision influence), Data quality risk: duplicate email address"
MP00000000000310,Rita,Harrell,Security Director,35.4,25.0,14.8,5.26,80.46,99.3,Hot,Very High,"{""engagement"": 35.4, ""recency"": 25.0, ""profile"": 14.8, ""account"": 5.26}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, Engagement surge detected in past 14 days",None
MP00000000000311,Judy,Lambert,Security Director,25.0,16.0,17.6,2.96,61.56,85.06,Warm,High,"{""engagement"": 25.0, ""recency"": 16.0, ""profile"": 17.6, ""account"": 2.96}",Eligible,False,"Attended premium Event campaign, High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account",None
MP00000000000312,Angela,Reynolds,Information Security Manager,9.0,25.0,7.43,2.59,44.02,56.36,Monitor,Medium,"{""engagement"": 9.0, ""recency"": 25.0, ""profile"": 7.43, ""account"": 2.59}",Blocked,True,"Hot recency: engaged within past 7 days, Strong buying-committee activity at account, High profile completeness","High automation inflation (DQ-8: >70% sends), Data quality risk: duplicate email address"
MP00000000000313,Rick,Daniels,Director of Information Security,0.0,0.0,10.23,1.18,11.41,14.24,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 10.23, ""account"": 1.18}",Eligible,False,High profile completeness,"Zero response history (passive sends only), Individual contributor profile (low decision influence)"
MP00000000000314,Angela,Higgins,,0.0,0.0,16.23,5.64,21.87,23.45,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 16.23, ""account"": 5.64}",Eligible,False,"High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account, High profile completeness","Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Data gap: missing title field"
